,id,text,bias
475,476,"Mixture Components Natural / Man made 
",0
476,477,"In boys, the muscles of the body grow more prominently than in the girls. Thus, changes occurring in adolescent boys and girls are different. 
",2
477,478,"A sweeper increases the motion of his hand by using a handle on his broom . 
",0
478,479,"So , man cannot create any new thing . 
",2
479,480,"What are the effects of interference of man in natural phenomenon ? 
",0
480,481,"Some of you may have seen physical feats demonstrated by some men . 
",2
481,482,"In course of time fire was discovered and he learnt to eat cooked food . 
",0
482,483,"An ancestor of man , who has practical knowledge of using weapons . 
",2
483,484,"In man the respiratory system . consists of nasal aperture , pharynx , larynx , trachea , bronchus , bronchiole and a pair of lungs made of alveoli . 
",0
484,485,"In Chapter , we learnt how the people of a tribal society govern themselves how male members of different families of the tribe gather to discuss and decide and how the headman implements those decisions etc. 
",2
485,486,"Besides these daily activities , a home manager has to arrange a variety of functions related to various occasions and seasons and in performing all these activities , she has to make herself responsible from the beginning to the end . 
",0
486,487,"If one can analyse his own personality , he can evaluate other ' s personality also . 
",2
487,488,"Food demand for a man is more than a woman . 
",0
488,489,"All living beings including man have natural rights . 
",2
489,490,"She should take steps to fulfill demands of family within scarce resources . 
",0
490,491,"Sivaraman plans to send his son to school when he comes of age. His 
",2
491,492,"The child will easily be attracted to the food if the mother tastes the food herself during feeding and makes an expression showing that the food has been tasty . 
",0
492,493,"Gases can be compressed, because their particles can be forced closer together. Look at the photo of a scuba diver underwater. Do you see the tank on his back? He uses this tank to breathe underwater. A scuba diver can stay underwater for almost an hour. How do you think he can get enough air to breathe for a whole hour from a small tank like that? Discuss this with your class. 
",2
493,494,"Man is being . 
",0
494,495,"Men from many areas wear shirt and dhuti - punjabi . 
",2
495,496,"The trader gave me seeds and fertilisers as a loan. To pay back this loan I have to sell my paddy to him at a somewhat lower price than what I would get in the market. He has sent his agent to remind farmers who have taken loans that they will sell the paddy only to him. 
",0
496,497,"What is better for a democracy: A Prime Minister who can do whatever he wishes or a Prime Minister who needs to consult other leaders and parties? 
",2
497,498,"His smile and words become attractive to others . 
",0
498,499,"The sole trader uses his own skill and responsible for all the losses . 
",2
499,500,"Thus they can give relief to some extent to their parents from pressure of duties . 
",0
500,501,"Without prior notice the government could search any person or his house . 
",0
501,502,"As a result , the necessary fund for her economic development can not be mobilized internally . 
",0
502,503,"The Sphinx is an animal with the body of a lion and the head of a man . 
",0
503,504,"MLA : My constituency of Tolpatti too has a serious shortage of water. Women travel up to or kilometres to collect water. How many tankers have been put into service to supply water? How many wells and ponds have been cleaned and disinfected? 
",0
504,505,"These bulbils give rise to new plants when get detached from the mother plant and fall on the ground . 
",0
505,506,"In the summer season the people are busy cultivating barley, potatoes, peas, beans and turnip. The climate in winter months is so harsh that people keep themselves engaged in festivities and ceremonies. The women are very hard working. They work not only in the house and fields, but also manage small business and shops. Leh, the capital of Ladakh is well connected both by road and air. The National Highway A connects Leh to Kashmir Valley through the Zoji la Pass. Can you name some more passes in the Himalayas? 
",0
506,507,"His father was Syed Raisuddin and his mother Nurunnessa Mullik . 
",0
507,508,"Neil Armstrong, the first man on the Moon. 
",0
508,509,"As soon he crosses the starting line , the second team player in the line will hold waist of the first runner and both of them will circle the marker together and return to the starting line , when third player will hold the second runner 's waist and all the three of them circle the marker together and run back . 
",0
509,510,"All he has to do is find a buyer for his shoes. 
",0
510,511,"Comparison of man with other animals based on the variations in the number of amino acids in b chain of haemoglobin Chimpanzee Gorilla Rhesus monkey Dog Man Table - . . 
",0
511,512,"This experience may help him to go for new invention . 
",0
512,513,"Everyone agreed that colonies had to serve the interests of the mother country. 
",0
513,514,"In those days the landlords were actively evicting small peasants and taking over their lands to give them to new tenants at a higher rent. The sanghams became active to resist this. A notorious zamindar Visnuri Ramachandra Reddy tried to forcibly take over the land of a washerwoman, Ilamma. This was resisted effectively by the Sangham. In retaliation the zamindar fired upon a demonstration of peasants in Kadivendi village and killed Doddi Komaraiah in July . This incident sparked off the famous Telangana Armed Struggle. Sanghams were set up in village after village and processions were taken out singing songs of Doddi Komarayya. The doras and Nizam tried to violently suppress the movement. This forced the Sangham to build squads of armed fighters. They began to drive away the zamindars and set up their rule through village Panchayat. 
",0
514,515,"Peasants, Peasant women 
",0
515,516,"Some algae are used as food for man and aquatic animals . 
",0
516,517,"A pharmacist in his dispensary. http://www.flickr.com/photos/@N// 
",0
517,518,"Man cannot take everything . 
",0
518,519,"g. . Proximal Method ) Distal Method : In this method of giving a kho the chaser after receiving a kho keeps the front leg outside the box in the direction he has to move . 
",0
519,520,"Besides these , man willingly carried many fruits and seeds from one place to another , even from one country to another . 
",0
520,521,"We have studied about the social life of man . 
",0
521,522,". Under what soil condition do you think a farmer would treat the soil of his fields with quick lime (calcium oxide) or slaked lime (calcium hydroxide) or chalk (calcium carbonate)? 
",0
522,523,"Besides , if a man or animal is electrified don ' t touch him with bare hands . 
",0
523,524,"These officers and army were employees of the king.Therefore, they were bound to follow his orders and the king could ensure that his commands for the common people were obeyed by them. 
",0
524,525,"Meet a doctor of your locality and ask him about the different types of diseases, caused by different micro organisms. Note them down and discuss with your friends. 
",0
525,526,"Men did not cover their bodies with anything in primitive time . 
",0
526,527,"He should be given full rest in a place of proper ventilation . 
",0
527,528,"He is one of us . 
",0
528,529,"The catcher acts as if he cathes in this skill . 
",0
529,530,"There are many workmen around us . 
",0
530,531,"As labour is bodily connected with the labourer , the presence of a labourer is indispensable at the time of selling his labour . 
",0
531,532,"If a man is not able to meet his minimum needs to lead his life , he is known as a member of particular class and the identity of that class shows poverty . 
",0
532,533,"Example : The sign used by the teacher to maintain silence when she is teaching-if your friend speaks , a nger on the mouth . 
",0
533,534,"Home became a need as man became civilized . 
",0
534,535,"Hence the mother should consider changing the bathing procedure for sometime . 
",0
535,536,"You might recall similar situations. For example, while taking a penalty kick in football, the player applies a force on the ball. Before being hit, the ball was at rest and so its speed was zero. The applied force makes the ball move towards the goal. Suppose, the goalkeeper dives or jumps up to save the goal. By his action the goalkeeper tries to apply a force on the moving ball. The force applied by him can stop or deflect the ball, saving a goal being scored. If the goalkeeper succeeds in stopping the ball, its speed decreases to zero. 
",0
536,537,"Here , she has to consider the demands , willingness and unwillingness of the family members . 
",0
537,538,"Man satisfies his wants by buying goods and services . 
",0
538,539,"But we should remember that the President exercises all these powers only on the advice of the Council of Ministers. The President can ask the Council of Ministers to reconsider its advice. But if the same advice is given again, she is bound to act according to it. Similarly, a bill passed by the Parliament becomes a law only after the President gives assent to it. If the President wants, she can delay this for some time and send the bill back to the Parliament for reconsideration. But if the Parliament passes the bill again, she has to sign it. 
",0
539,540,"When the gives command , the first student in both the teams says Kabaddi , kabaddi and runs around Indian club or ( any other thing ) and returns running back - ward , his team-mate and sits behind . 
",0
540,541,"Some time it is washed by laundry man . 
",0
541,542,"She should be in touch with the physician and should keep all the instrument and medicines in right place . 
",0
542,543,"In , the Chinese Emperor sent Lin Ze-xu to Canton as a Special Commissioner with instructions to stop the opium trade. After he arrived in Canton in the spring of , Lin arrested , men involved in the trade, and confiscated , pounds of opium. Then he forced the foreign factories to hand over their stocks of opium, burnt , crates of opium and blew the ashes to the wind. When he announced that Canton was closed to foreign trade, Britain declared war. Defeated in the Opium War (-) , the Chinese were forced to accept the humiliating terms of the subsequent treaties, legalizing opium trade and opening up China to foreign merchants. 
",0
543,544,"Is it right to say that now man interferes with the evolutionary process keeping nature aside ? 
",0
544,545,"Many things around us occur naturally as mixtures: salty sea water, moist air, soil, compost, rocks (mixture of minerals) to name a few. Many mixtures are man made, for instance; Coca Cola, paint, salad dressing and so forth. 
",0
545,546,"She has to take active steps in implementing the activities according to the plan and monitor the implementation process taking proper steps . 
",0
546,547,"He should observe the movements of attacking side and give special attention to the attacking player as well as the ball . 
",0
547,548,"Men fall sick after taking contaminated food . 
",0
548,549,"The old merchant elite of Calcutta patronised public forms of entertainment such as kabirlarai (poetry contests), musical soirees and dance performances. In contrast, the new bhadralok found himself at home in the more private world of reading novels. 
",0
549,550,"He couldn ' t have imagined then that the telephone would one day become such an inseparable part of our daily life . 
",0
550,551,"I Foot work of players : In majority of the situations ( except backhand ) where the player moves within the court , he starts his movement with the right as the lead leg . 
",0
551,552,"In ancient times , men used to eat fire burnt food , but at present time in this civilized world , men learnt many techniques for cooking . 
",0
552,553,"c. Children in your class refuse to share their food with a particular person because they think she is dirty. 
",0
553,554,"A scuba diver has an oxygen tank on his back to breathe underwater . 
",0
554,555,"They justified their domination as Civilising Missionand White Man 's burden. 
",0
555,556,"That means he has lost his capacity for doing work . 
",0
556,557,"He was unable to run further . 
",0
557,558,"The mother must take special care of the elder child if it wets the bed due to the arrival of younger brother or sister in the family . 
",0
558,559,"In this stage , she has to observe whether the work is being done accordingly and if it is not , she should take decision about further measures . 
",0
559,560,"The new plants generally bear the characteristics of mother plants . 
",0
560,561,"Where does she have the most potential energy? [ mark] 
",0
561,562,"To save non - infected persons : The germs of tuberculosis may be present in a normal man . 
",0
562,563,"You have seen your mother cooking delicious food for you . 
",0
563,564,"Then he will give a piece of paper to each of the students . 
",0
564,565,"In this way , a person can perform his / her duties as a social being . 
",0
565,566,"Man is a slave to habits . 
",0
566,567,"Man , cow , goat , buffalo , sheep , deer , whale etc . are examples of mammals . 
",0
567,568,"Man needs food to eat , clothes to wear , house to live , medicine to recover from illness and beverages to drink . 
",0
568,569,"The mother should hence , be careful about this . 
",0
569,570,"Education makes a man polite and gentle . 
",0
570,571,"Chapter I is on the French Revolution. Today we often take the ideas of liberty, freedom and equality for granted. But we need to remind ourselves that these ideas also have a history. By looking at the French Revolution you will read a small part of that history. The French Revolution led to the end of monarchy in France. A society based on privileges gave way to a new system of governance. The Declaration of the Rights of Man during the revolution, announced the coming of a new time. The idea that all individuals had rights and could claim equality became part of a new language of politics. These notions of equality and freedom emerged as the central ideas of a new age; but in different countries they were reinterpreted and rethought in many different ways. The anti-colonial movements in India and China, Africa and South America, produced ideas that were innovative and original, but they spoke in a language that gained currency only from the late eighteenth century. 
",0
571,572,". Which characteristic of the sound helps you to identify your friend by his voice while sitting with others in a dark room? 
",0
572,573,"Construction of houses were started by the civilized man as the need for a home increased in accordance with the changes in society . 
",0
573,574,"The peasant movement demanded reduction of revenue, abolition of begar, and social boycott of oppressive landlords. In many places nai dhobi bandhs were organised by panchayats to deprive landlords of the services of even barbers and washermen. In June , Jawaharlal Nehru began going around the villages in Awadh, talking to the villagers, and trying to understand their grievances. By October, the Oudh Kisan Sabha was set up headed by Jawaharlal Nehru, Baba Ramchandra and a few others. Within a month, over branches had been set up in the villages around the region. So when the Non-Cooperation Movement began the following year, the effort of the Congress was to integrate the Awadh peasant struggle into the wider struggle. 
",0
574,575,"The other aspect of Hitler s ideology related to the geopolitical concept of Lebensraum, or living space. He believed that new territories had to be acquired for settlement. This would enhance the area of the mother country, while enabling the settlers on new lands to retain an intimate link with the place of their origin. It would also enhance the material resources and power of the German nation. 
",0
575,576,"In modern civilized society , men are accustomed to enjoy life collectively . 
",0
576,577,"He also gave him some information about the eyes , Eye is a very sensitive part . 
",0
577,578,"For example , for bulky and short size girls , use of vertical long lines is appropriate in clothing . 
",0
578,579,"Contribution of Photosynthesis in Human Civilization : Men survive only because photosynthesis is present in green plants . 
",0
579,580,"If the mother starts feeding the child with an expression of distaste at the sight of the food , the child will not be interested in taking that food . 
",0
580,581,"her father was Golikere Krishnaraya and mother Tungabai . 
",0
581,582,"The class captain maintains contact with the class teacher and the headmaster for different purposes . 
",0
582,583,"The first men made fibre is rayon . 
",0
583,584,"When a cytologist carries research on cell he applies advanced biochemical technique . 
",0
584,585,"Though Bangladesh has adequate manpower , her workers are less skilled due to the lack of proper education and training . 
",0
585,586,"Now you have a fair understanding of the great men who have contributed to the branch of evolutionary science . 
",0
586,587,"The head of the family and the male family members usually perform the outside activities . 
",0
587,588,"Anitha 's mother mixed jeera with wheat flour . 
",0
588,589,"Artificial or Man Made Fibres can be Divided into Two Categories : 
",0
589,590,"Informal training means the training that an employee gains while doing his duty . 
",0
590,591,"The person who possesses it is willing to work continuously until she succeeds . 
",0
591,592,"If one has the habit of reading books or news paper in the bed , he should keep a table lamp with a shade . 
",0
592,593,"How do you know whether the speaker is a boy or a girl? 
",0
593,594,"Developed brain It can be understood that evolution towards modern man is not merely a biological evolution . 
",0
594,595,"Mother will do all the household chores . 
",0
595,596,"Due to lack of vitamin A man suffers from eyesight weakness . 
",0
596,597,"Three hundred fish are needed to support one man for a year. The trout, in turn, must consume frogs, that must consume million grasshoppers that live off tons of grass. 
",0
597,598,"Therefore , sound health of a person is his important capital and an investment for its development is to transforming him into valuable resource . 
",0
598,599,"You might have observed a mother sensing the temperature of her baby by gentle touch of hand . 
",0
599,600,"They also help their mothers in cooking and performing other domestic chores . 
",0
600,601,"When your mother gives upma for breakfast you pick out pieces of chillies in it . 
",0
601,602,"Give con dence to the injured and his relatives if present nearby and Inform the nearby doctor as early as possible . 
",0
602,603,"Her brother may not like this. 
",0
603,604,"After coming back to house , if he does not like the item he may return it . 
",0
604,605,"Do you think that she will reach this velocity? Why/Why not? 
",0
605,606,"They can be active in production when man starts taking efforts for production . 
",0
606,607,"A person can express his personal views , give advice on different matters . 
",0
607,608,"Since the very beginning of civilization , it has been found that each and every human being has been engaged in making a home of his own . 
",0
608,609,"If an athlete fails to take his attempt within the alloted time then the attempt is considered foul and the next athlete has been given a chance to take the jump After the jump if an athlete comes back and crosses take off board then such attempt is considered a foul attempt . 
",0
609,610,". The rear view mirror of a car is a plane mirror. A driver is reversing his car at a speed of m/s. The driver sees in his rear view mirror the image of a truck parked behind his car. The speed at which the image of the truck appears to approach the driver will be 
",0
610,611,"Toads eat them to benefit men . 
",0
611,612,"Man has to go out daily for various activities . 
",0
612,613,"Attitude of mothers on the food to be served to the child is of much importance . 
",0
613,614,"Scouting helps make the boys and girls patriotic , good and ideal citizens . 
",0
614,615,"Hardly any labourer has his own land . 
",0
615,616,"Large cattle farms called ranches are looked after by sturdy men called cowboys (Fig. .). 
",0
616,617,"Sense of smell in a dog The sense of smell in a dog is one lakh times greater than that of man . 
",0
617,618,"These activities were essential to him to live on this earth , and protect himself from wild animals and enemies . 
",0
618,619,"If a home manager possesses this quality , she will be able to draw the attention of others . 
",0
619,620,"The ampere is named after Andr -Marie Amp re (-), a French mathematician and physicist. He is considered the father of electrodynamics, which is the study of the effect of electromagnetic forces between electric charges and currents. 
",0
620,621,"_________ by man . 
",0
621,622,"It spreads before one knows that he has been infected . 
",0
622,623,"A consumer buys a product at a certain price according to his need . 
",0
623,624,"The male gametes are found inside the pollen grains and female gametes are found in the ovule. 
",0
624,625,"The jilebi maker adds something to the jilebi mix and leaves it for sometime. It helps him to make good jalebes. What he mixes is a type of plant called yeast. 
",0
625,626,"In course of time man understood that fire provides not only light and heat at night but also keeps the wild animals away . 
",0
626,627,"'' If the football player had kicked the ball with a greater force , he would have scored a goal '' . 
",0
627,628,"That is why soil is compared to mother . 
",0
628,629,"Make a list of the food that you have eaten from different parts of India. Make a list of the languages besides your mother tongue that you can speak at least one or two words of. 
",0
629,630,"He can see himself in the mirror and can learn from others about his / her physical appearance - how he looks like ? 
",0
630,631,"Copper sulphate crystals often include water. A chemist is trying to determine the number of moles of water in the copper sulphate crystals. She weighs out of copper sulphate and heats this. After heating, she finds that the mass is . What is the number of moles of water in the crystals? (Copper sulphate is represented by ). 
",0
631,632,"When cooking the person should wear her clothes tightly . 
",0
632,633,"He must possess all the qualifications necessary to become a Member of Lok Sabha . 
",0
633,634,"He should be given enough liquid diet so that toxic element in the body should be washed out with urine . 
",0
634,635,"( b ) Combination raiding : - Raider starts the cant from his court and plays according to his comfort . 
",0
635,636,"For example , washer men , tailors , blacksmiths , potters , cobblers etc earn money from their professions across the villages and towns of Bangladesh . 
",0
636,637,"Anyone who failed to pay the revenue lost his zamindari. 
",0
637,638,"I had always wanted to go to London, and my desire was stimulated by letters from an old workmate who was now working at the Old Kent Road Gas Works I finally decided to go in November, . With two friends I started out to walk the journey, filled with the hope that we would be able to obtain employment, when we get there, with the kind assistance of my friend we had little money when we started, not enough to pay for our food and lodgings each night until we arrived in London. Some days we walked as much as twenty miles, and other days less. Our money was gone at the end of the third day For two nights we slept out once under a haystack, and once in an old farm shed On arrival in London we tried to find my friend but were unsuccessful. Our money was gone, so there was nothing for us to do but to walk around until late at night, and then try to find some place to sleep. We found an old building and slept in it that night. The next day, Sunday, late in the afternoon, we got to the Old Kent Gas Works, and applied for work. To my great surprise, the man we had been looking for was working at the time. He spoke to the foreman and I was given a job. 
",0
638,639,"She should supervise their work accordingly as well . 
",0
639,640,"Again , he spends his earned money to buy essential goods to satisfy his wants by the consumption of those goods . 
",0
640,641,"The vigorous exercise which boys get from cricket, etc., must be supplied in the case of girls by walking and skipping. 
",0
641,642,"Godan (The Gift of Cow), published in , remains Premchand s best-known work. It is an epic of the Indian peasantry. The novel tells the moving story of Hori and his wife Dhania, a peasant couple. Landlords, moneylenders, priests and colonial bureaucrats all those who hold power in society form a network of oppression, rob their land and make them into landless labourers. Yet Hori and Dhania retain their dignity to the end. 
",0
642,643,"Girls of dark complexion should use clothes of light but bright colours . 
",0
643,644,"Make him lie down on his stomach , with head turned to a side . 
",0
644,645,"Ahom society was divided into clans or khels. There were very few castes of artisans, so artisans in the Ahom areas came from the adjoining kingdoms. A khel often controlled several villages. The peasant was given land by his village community. Even the king could not take it away without the community s consent. 
",0
645,646,"I heard my mother and my aunt talking about my cousin who is going to have a baby. They were discussing whether she would give birth to a boy or a girl. I wonder what makes the fertilised egg develop either into a boy or a girl! 
",0
646,647,"A person applies hydrogen peroxide on his wound . 
",0
647,648,"Father of Yoga is Sage Patanjali who wrote Yoga Sutra in the nd century B.C. . 
",0
648,649,"Man has set up artificial satellites in the space in order to acquire various knowledge about space . 
",0
649,650,"The defender should be in contact with the raider , till he goes out of the court . 
",0
650,651,"Men and women of all ages participate in this celebration . 
",0
651,652,"The school going girl who has the morning school can not take breakfast due to rush . 
",0
652,653,"DNA studies show that Neanderthal man and modern man separated years ago . 
",0
653,654,"Besides, important men probably had a sayin local administration. These included the nagara-shreshthior chiefbanker or merchant of the city, the sarthavaha or leaderof the merchant caravans, the prathama-kulikaor the chiefcraftsman, and the head of the kayasthasor scribes. 
",0
654,655,"In addition to this , it is her prime responsibility to make her children well educated and good natured as the future of the family and society depends on them . 
",0
655,656,"The most popular historical novelist in Tamil was R. Krishnamurthy who wrote under the pen-name Kalki . He was an active participant in the freedom movement and the editor of the widely read Tamil magazines Anandavikatan and Kalki. Written in simple language and full of heroism, adventure and suspense, Kalki s novels captivated the Tamil-reading public of an entire generation. 
",0
656,657,"Imagine a conversation between a French coloniser and a Vietnamese labourer in the canal project. The Frenchman believes he is bringing civilization to backward people and the Vietnamese labourer argues against it. 
",0
657,658,"The tenure under which land was taken from him for cultivation after depositing a certain amount of money as security to the landlord was called Kanam . 
",0
658,659,"He looks after the entire executive work of municipality besides providing the necessary information to the council . 
",0
659,660,"The final stage of an election is the day when the voters cast or poll their vote. That day is usually called the election day. Every person whose name is on the voters list can go to a nearby polling booth , situated usually in a local school or a government office. Once the voter goes inside the booth, the election officials identify her, put a mark on her finger and allow her to cast her vote. An agent of each candidate is allowed to sit inside the polling booth and ensure that the voting takes place in a fair way. 
",0
660,661,"If the mother feels that the child does not want her to take care of or take into her lap the other child , she should refrain herself from doing it so long the child has such type of mentality . 
",0
661,662,"The process of knitting sweater for six years old boy is described below . 
",0
662,663,"Fig. . the minimum temperature at For thousands of years man has been using water to extinguish fire . 
",0
663,664,"Therefore the difference in her potential energy when moving from the top of the slope to the bottom is: 
",0
664,665,"like Worms tapeworm , hook worm and roundworm live in the small intestine of man . 
",0
665,666,"Honey has probably been associated with man since very early days. 
",0
666,667,"Depending on mother ' s convenience , it is better to bathe the child during the morning hours of the day . 
",0
667,668,"Continue to take his pulse every minute for minutes. 
",0
668,669,"We can bring our mother water . 
",0
669,670,"(d) The fusion of male and female gametes is termed as . 
",0
670,671,"On the command of teacher , the rst player of each team starts to move around the opponent team and then around his own team in the gure of eight pattern of and resumes his initial position . 
",0
671,672,"While the game is played a passive chasers shall not get up without getting kho or changing his direction . 
",0
672,673,"Why do you think these growth spurts took place when they did? Hint: Think back to the ages of puberty for boys and girls and how they differ. 
",0
673,674,"Naturally he will first select the more important wants and try to satisfy them with the limited resources . 
",0
674,675,"Nutrition is the subject regarding man ' s health and food . 
",0
675,676,"An attempt will be registered in the name of jumper in case if he touches the up rights , cross bar , landing pit before taking off . 
",0
676,677,"a Women always vote the way men tell them to. So what is the point of giving them the right to vote? 
",0
677,678,"Sulphur was known to man from ancient period of time . 
",0
678,679,"If he answers iron , he is befooled . 
",0
679,680,"Fish , Frog , Man . 
",0
680,681,"Patient should be vomited either by inserting his own nger into his mouth or by consuming lukewarm salt water . 
",0
681,682,"Men are not born with these misconceptions . 
",0
682,683,"Therefore , women children ( especially the girl child ) and old people are poorest of the poor . 
",0
683,684,"Natural Man made Temporary Permanent Changes the state Changes the shape 
",0
684,685,"Whatever he takes is not always digested properly . 
",0
685,686,"For example , when a man satisfies his basic wants like food , clothing , housing etc , he will then feel the wants of different goods to lead a better standard of living . 
",0
686,687,"leader. He settled disputes, organised food supplies, or arranged informal credit. He also brought important information on 
",0
687,688,"But her agricultural system is very backward and faulty . 
",0
688,689,"The story of Indulekha is interesting in the light of these debates. Suri Nambuthiri, the foolish landlord who comes to marry Indulekha, is the focus of much satire in the novel. The intelligent heroine rejects him and chooses Madhavan, the educated and handsome Nayar as her husband, and the young couple move to Madras, where Madhavan joins the civil service. Suri Nambuthiri, desperate to find a partner for himself, finally marries a poorer relation from the same family and goes away pretending that he has married Indulekha! Chandu Menon clearly wanted his readers to appreciate the new values of his hero and heroine and criticise the ignorance and immorality of Suri Nambuthiri. 
",0
689,690,"Some people conceive the idea that family originated from that time when men accepted cultivation as a profession . 
",0
690,691,"At that policeman has to nd the leader . 
",0
691,692,"But if one uses her creativity a little bit , one can prepare doormats . 
",0
692,693,"While the English cultivated a taste for Chinese tea, the Chinese became addicted to opium. People of all classes took to the drug shopkeepers and peddlers, officials and army men, aristocrats and paupers. Lin Ze-xu, Special Commissioner at Canton in , estimated that there were over million opium smokers in China. 
",0
693,694,"Hair is a symbol of beauty for the Bengali women . 
",0
694,695,"Do you agree with the saying that man has evolved from monkey ? 
",0
695,696,"So he used sharp stones and bones to loosen the soil and learnt to produce his food . 
",0
696,697,"AIL people regardless of male , female , religion and caste will enjoy these rights equally . 
",0
697,698,"Calculate the initial velocity if he was decelerated by - ms- . 
",0
698,699,"The fusion of male and female gametes is called fertilisation. 
",0
699,700,"A standard of deferred payment : Man ' s future receipts and payments are accounted for in the figures of money . 
",0
700,701,"Eye Donation , a Noble Deed The cornea of a person can be donated upto six hours after his death . 
",2
701,702,"He has the power to reshuffle the Cabinet . 
",0
702,703,"This may be used to rest the players who just nished g. . g. . his raid . 
",2
703,704,"He has to be engaged in the study of the consumers propensity to demand , storing of goods and in preserving them for proper marketing . 
",0
704,705,"Here the seller controls the price and the demand of his commodity at his will . 
",2
705,706,"Man - Homo sapiens . 
",0
706,707,"Indicators Which is the common group that includes man and monkeys ? 
",2
707,708,"A family becomes happy and prosperous with the establishment of sons and daughters . 
",0
708,709,"Look into your friend s eye. Observe the size of the pupil. Throw light on her eye with a torch. Observe the pupil now. Switch off the torch, and observe her pupil once again. Do you notice any change in the size of the pupil? In which case was the pupil larger? Why do you think it was so? 
",2
709,710,"Man is in quest of understanding this change and eager to know more about inside the earth . 
",0
710,711,"Ramesh can complete his work of lifting water from a well . But Rasheeda can not move the wall in spite of several attempts . 
",2
711,712,"Flow chart showing events of sexual reproduction : Male parent Female parent Gamete production Male gametes Female gametes Fusion ( Fertilization ) Zygote Embryo Young individual Do all organisms reproduce by sexual method ? 
",0
712,713,"Attitude of the mother on the food given to the child too , makes the child eager or unconcerned towards taking that food . 
",2
713,714,"He who took the land on Kanam tenure was the Kanam tenant . 
",0
714,715,"Sir John Sargeant , who was the Chairman of Central Advisory Board of Education , was the Chairman of the Commission . 
",2
715,716,"The teachers are men of the highest ability and talent. They follow the teachings of the Buddha in all sincerity. The rules of the monastery are strict, and everyone has to follow them. Discussions are held throughout the day, and the old and the young mutually help one another. Learned men from different cities come here to settle their doubts. The gatekeeper asks new entrants difficult questions. They are allowed to enter only after they have been able to answer these. Seven or eight out of every ten are not able to answer. 
",0
716,717,"Islam propagated strict monotheism or submission to one God. It also rejected idol worship and considerably simplified rituals of worship into collective prayers. At the same time Muslim scholars developed a holy law called Shariat. The Sufis often rejected the elaborate rituals and codes of behaviour demanded by Muslim religious scholars. They sought union with God much as a lover seeks his beloved with a disregard for the world. Like the saint-poets, the Sufis too composed poems expressing their feelings, and a rich literature in prose, including anecdotes and fables, developed around them. Among the great Sufis of Central Asia were Ghazzali, Rumi and Sadi. Like the Nathpanthis, Siddhas and Yogis, the Sufis too believed that the heart can be trained to look at the world in a different way. They developed elaborate methods of training using zikr (chanting of a name or sacred formula), contemplation, sama (singing), raqs (dancing), discussion of parables, breath control, etc. under the guidance of a master or pir. Thus emerged the silsilas, a genealogy of Sufi teachers, each following a slightly different method (tariqa) of instruction and ritual practice. 
",2
717,718,"When the father dies , the land is distributed among his children , thus the per capita land is gradually decreasing . 
",0
718,719,"At this , his mental development is hampered and his outlook becomes narrow . 
",2
719,720,"As a result there is increased coastal erosion and Which other activities of man would adversely affect the marine ecosystem ? 
",0
720,721,"A farmer is growing some tomatoes. He heard from his daughter that plants produce glucose during photosynthesis, so he decided to see for himself. However, when he tested the leaves, he did not find much glucose, but he did find a lot of starch present. 
",2
721,722,". The source of all sovereignty resides in the nation, which is nothing but the union of woman and man. 
",0
722,723,"He is the Leader of the Lok Sabha . 
",2
723,724,"Ask your friend B, who is in front of you to move a feet aside from his place. What happens? Did you see his image in the mirror? If not, why? 
",0
724,725,"So , the adolescent boys and girls must be very confident and strong minded . 
",2
725,726,"A woman even if employed, has to do all these tasks. 
",0
726,727,"Figure . : Basic stance and skill of the goal keeper VII Ball stopping skill : The goal keeper should stop his movements and maintain his basic position in a stable manner while the attacker is about to take a shot . 
",2
727,728,"Though the landowner doesn t treat her well, she continues to work for him since she can get loans from him when in need. Rama tells us that the only source of credit for the landless people in Sonpur are the landowner-employers. 
",0
728,729,"So there would be no man and animal to live on earth . 
",2
729,730,"For this reason , man is easily attacked by various types of diseases . 
",0
730,731,"bottle gourd, watermelon and papaya or any other plant bearing unisexual flower, whether the male and female flowers are born on the same plant or on separate plants? 
",2
731,732,"Location : Voluntary muscles remain attached with the skeletal system as muscles of - hand , and feet of man . 
",0
732,733,"If anyone has been a member of any committee in the last three years, he cannot become a member of another committee. 
",2
733,734,"The number of times a man breathes in a minute is called the breathing rate . 
",0
734,735,"( d ) Pushing anti-tactics : - In this defensive skill , it is very important that the raider keeps complete control on his body which means the raider is made to go out of the line . 
",2
735,736,"Fig. . : Fire Brigade men ghting re Know this : Now a days pocket re extinguishers of BC type are available . 
",0
736,737,"Why do shop keepers usually store eatables like sweets and biscuits in glass jars? The shopkeeper wants his customers to be able to see these items! We all know that we can easily see through glass. Such materials are said to be transparent. 
",2
737,738,"Boojho wants to know how the male gamete in the pollen grain reaches the female gamete present in the ovule. 
",0
738,739,"Then it was Ramanamma who said that we should meet the Ward Councillor and protest since we elected him. 
",2
739,740,"Suppose, you want to go to your friend s house, but you don t know the way. Your friend may make a rough drawing to show the way to his house. 
",0
740,741,"Light and Sound The vocal cords in men are about mm long . 
",2
741,742,"As the saying goes , he who has no eyes has nothing . 
",0
742,743,"Likewise , with the cheque book , he can withdraw money from his account . 
",2
743,744,"He then places another foot one step ahead . 
",0
744,745,"If a person who lived a century ago were to return to India, she would be greatly surprised at the change that has come about in the country. 
",2
